date,open,high,low,close,volume,symbol,top_fractal,bottom_fractal,pen_type,pen_start,pen_end,segment_type,segment_start,segment_end,central_bank,central_bank_high,central_bank_low,target_price,stoploss
2025-08-18,1.309,1.34,1.286,1.317,3640979263,512880,True,False,down,True,True,down,True,True,True,1.288,1.286,1.34334,1.27749
2025-08-19,1.307,1.317,1.289,1.291,2360422191,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.3168199999999999,1.25227
2025-08-20,1.284,1.304,1.271,1.303,2655956146,512880,False,True,,False,False,,False,False,True,1.288,1.286,1.32906,1.2639099999999999
2025-08-21,1.315,1.318,1.287,1.293,2343499894,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.31886,1.2542099999999998
2025-08-22,1.288,1.34,1.287,1.338,3889650050,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.3647600000000002,1.286
2025-08-25,1.355,1.37,1.331,1.352,5015109371,512880,True,False,,False,False,,False,False,True,1.288,1.286,1.37904,1.286
2025-08-26,1.343,1.351,1.332,1.335,2478037089,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.3617,1.286
2025-08-27,1.332,1.35,1.299,1.3,4085087662,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.326,1.261
2025-08-28,1.3,1.327,1.288,1.326,3264593845,512880,False,True,up,True,True,up,True,True,True,1.288,1.286,1.3525200000000002,1.286
2025-08-29,1.331,1.345,1.32,1.328,3703068906,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.35456,1.286
2025-09-01,1.331,1.334,1.308,1.314,2543071428,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.3402800000000001,1.27458
2025-09-02,1.313,1.315,1.289,1.296,3507171682,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.32192,1.25712
2025-09-03,1.303,1.305,1.242,1.25,3609472633,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.2125
2025-09-04,1.25,1.261,1.232,1.248,3234905391,512880,False,True,,False,False,,False,False,True,1.288,1.286,1.288,1.2105599999999999
2025-09-05,1.25,1.26,1.236,1.257,2975882493,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.2192899999999998
2025-09-08,1.254,1.257,1.242,1.248,2071264074,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.2105599999999999
2025-09-09,1.248,1.261,1.244,1.247,2689459112,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.2095900000000002
2025-09-10,1.248,1.255,1.24,1.245,1738675380,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.2076500000000001
2025-09-11,1.241,1.285,1.238,1.284,4209790061,512880,False,True,,False,False,,False,False,True,1.288,1.286,1.30968,1.24548
2025-09-12,1.282,1.288,1.262,1.266,2711873072,512880,True,False,down,True,True,down,True,False,True,1.288,1.286,1.29132,1.22802
2025-09-15,1.266,1.275,1.257,1.262,2252819946,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.22414
2025-09-16,1.265,1.275,1.251,1.263,2669438680,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.28826,1.22511
2025-09-17,1.263,1.28,1.26,1.269,3084986990,512880,True,False,,False,False,,False,False,True,1.288,1.286,1.2943799999999999,1.2309299999999999
2025-09-18,1.267,1.267,1.221,1.232,5423767180,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.1950399999999999
2025-09-19,1.226,1.232,1.218,1.221,2519449038,512880,False,False,,False,False,,False,False,True,1.288,1.286,1.288,1.1843700000000001
2025-09-22,1.223,1.234,1.218,1.234,2126453933,512880,False,False,,False,True,,False,True,True,1.288,1.286,1.288,1.19698
