date,open,high,low,close,volume,top_fractal,bottom_fractal,fractal_price,pen_type,pen_start,pen_end,pen_id,pen_length_kline,pen_price_change,pen_price_ratio,segment_type,segment_start,segment_end,segment_id,segment_length_pen,segment_price_change,segment_price_ratio,central_bank,central_bank_id,central_bank_type,central_bank_high,central_bank_low,central_bank_mid,central_bank_length,central_bank_overlap_ratio,ema12,ema26,macd,macd_signal,macd_hist,tr1,tr2,tr3,tr,atr,divergence,divergence_indicator,divergence_strength,divergence_count,signal,signal_strength,signal_source,signal_level,signal_conditions,fractal_strength,divergence_strength_score,structure_match_score,stop_loss_price,stop_loss_type
2025-05-29,1.027,1.047,1.026,1.047,659281400,False,False,1.061,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.047,1.047,0.0,0.0,0.0,0.020999999999999908,0.006000000000000005,0.010999999999999899,0.020999999999999908,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-05-30,1.044,1.053,1.036,1.048,528524352,False,False,1.061,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.047153846153846,1.047074074074074,7.97720797720558e-05,1.595441595441116e-05,6.381766381764464e-05,0.016999999999999904,0.006000000000000005,0.010999999999999899,0.016999999999999904,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-03,1.049,1.061,1.043,1.048,579511300,True,False,1.061,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.047284023668639,1.0471426611796981,0.0001413624889408105,4.103603055169103e-05,0.00010032645838911947,0.018000000000000016,0.0129999999999999,0.0050000000000001155,0.018000000000000016,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-04,1.045,1.051,1.043,1.047,320873500,False,False,1.039,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0472403277196176,1.0471320936849056,0.0001082340347120514,5.4475631383763105e-05,5.375840332828829e-05,0.008000000000000007,0.0029999999999998916,0.0050000000000001155,0.008000000000000007,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-05,1.046,1.052,1.039,1.052,488589476,False,True,1.039,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0479725849935226,1.0474926793378756,0.00047990565564703935,0.00013956163623641835,0.000340344019410621,0.013000000000000123,0.0050000000000001155,0.008000000000000007,0.013000000000000123,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-06,1.053,1.062,1.046,1.047,488547500,False,False,1.073,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0478229565329806,1.047456184572107,0.00036677196087353536,0.00018500370116384177,0.0001817682597096936,0.016000000000000014,0.010000000000000009,0.006000000000000005,0.016000000000000014,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-09,1.052,1.073,1.052,1.062,610498600,True,False,1.073,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0500040401432913,1.0485335042334325,0.0014705359098587945,0.0004421101429028323,0.0010284257669559622,0.020999999999999908,0.026000000000000023,0.0050000000000001155,0.026000000000000023,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-10,1.061,1.061,1.036,1.045,588890357,False,True,1.036,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0492341878135543,1.048271763179104,0.0009624246344501763,0.0005461730412123011,0.00041625159323787524,0.02499999999999991,0.001000000000000112,0.026000000000000023,0.026000000000000023,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-11,1.042,1.051,1.041,1.049,310540100,False,False,1.04,up,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0491981589191612,1.0483257066473186,0.0008724522718426275,0.0006114288873383664,0.0002610233845042611,0.010000000000000009,0.006000000000000005,0.0040000000000000036,0.010000000000000009,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-06-12,1.047,1.049,1.04,1.041,269400219,False,True,1.04,up,True,False,0,5,0.030000000000000027,0.028846153846153872,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.0479369037008288,1.0477830617104802,0.00015384199034862434,0.0005199115079404181,-0.00036606951759179376,0.008999999999999897,0.0,0.008999999999999897,0.008999999999999897,0.0162857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
