date,open,high,low,close,volume,top_fractal,bottom_fractal,fractal_price,pen_type,pen_start,pen_end,pen_id,pen_length_kline,pen_price_change,pen_price_ratio,segment_type,segment_start,segment_end,segment_id,segment_length_pen,segment_price_change,segment_price_ratio,central_bank,central_bank_id,central_bank_type,central_bank_high,central_bank_low,central_bank_mid,central_bank_length,central_bank_overlap_ratio,ema12,ema26,macd,macd_signal,macd_hist,tr1,tr2,tr3,tr,atr,divergence,divergence_indicator,divergence_strength,divergence_count,signal,signal_strength,signal_source,signal_level,signal_conditions,fractal_strength,divergence_strength_score,structure_match_score,stop_loss_price,stop_loss_type
2025-08-08,1.232,1.246,1.23,1.234,687970470,False,False,1.247,up,False,False,4,6,0.08600000000000008,0.07407407407407414,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2025968343706916,1.1711137965667215,0.031483037803970104,0.027572630183541152,0.003910407620428952,0.016000000000000014,0.008000000000000007,0.008000000000000007,0.016000000000000014,0.02492857142857143,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-11,1.234,1.247,1.231,1.241,589069817,True,False,1.247,up,False,True,4,6,0.08600000000000008,0.07407407407407414,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2085050136982776,1.176290552376594,0.032214461321683485,0.02850099641116962,0.0037134649105138653,0.016000000000000014,0.013000000000000123,0.0029999999999998916,0.016000000000000014,0.02464285714285714,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-12,1.241,1.243,1.22,1.234,773640641,False,True,1.22,down,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2124273192831578,1.180565326274624,0.03186199300853376,0.02917319573064245,0.002688797277891314,0.02300000000000013,0.0020000000000000018,0.02100000000000013,0.02300000000000013,0.024928571428571442,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-13,1.232,1.252,1.232,1.25,1117740230,False,False,1.256,down,False,False,-1,0,0.0,0.0,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2182077317011335,1.1857086354394668,0.03249909626166669,0.0298383758368473,0.0026607204248193933,0.020000000000000018,0.018000000000000016,0.0020000000000000018,0.020000000000000018,0.024642857142857157,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-14,1.25,1.256,1.225,1.229,1332341848,True,False,1.256,down,True,False,5,5,-0.020999999999999908,0.016719745222929863,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.21986808067019,1.1889154031846916,0.03095267748549846,0.030061236166577535,0.0008914413189209242,0.030999999999999917,0.006000000000000005,0.02499999999999991,0.030999999999999917,0.026000000000000006,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-15,1.224,1.243,1.222,1.243,817696236,False,True,1.222,down,False,False,5,5,-0.020999999999999908,0.016719745222929863,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.223426837490161,1.192921669615455,0.03050516787470592,0.030150022508203214,0.00035514536650270434,0.02100000000000013,0.014000000000000012,0.007000000000000117,0.02100000000000013,0.026000000000000023,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-18,1.246,1.272,1.246,1.27,1005694627,False,False,1.235,down,False,False,5,5,-0.020999999999999908,0.016719745222929863,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2305919394147515,1.1986311755698655,0.031960763844886,0.030512170775539773,0.0014485930693462247,0.026000000000000023,0.028999999999999915,0.0029999999999998916,0.028999999999999915,0.02642857142857145,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-19,1.271,1.272,1.245,1.248,1083463092,False,False,1.235,down,False,False,5,5,-0.020999999999999908,0.016719745222929863,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2332701025817128,1.2022881255276534,0.030981977054059362,0.03060613203124369,0.0003758450228156726,0.026999999999999913,0.0020000000000000018,0.02499999999999991,0.026999999999999913,0.025500000000000016,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-20,1.244,1.258,1.235,1.257,1029413359,False,True,1.235,up,True,True,6,6,0.07099999999999995,0.05748987854251008,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2369208560306801,1.2063408569700496,0.03057999906063058,0.03060090543712107,-2.090637649048918e-05,0.02299999999999991,0.010000000000000009,0.0129999999999999,0.02299999999999991,0.025642857142857158,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-21,1.257,1.261,1.242,1.249,860030722,False,False,1.305,up,False,False,6,6,0.07099999999999995,0.05748987854251008,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.238779185872114,1.2095007934907867,0.029278392381327345,0.030336402825962325,-0.0010580104446349797,0.018999999999999906,0.0040000000000000036,0.014999999999999902,0.018999999999999906,0.025285714285714293,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-22,1.249,1.28,1.242,1.279,1004447767,False,False,1.305,up,False,False,6,6,0.07099999999999995,0.05748987854251008,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2449670034302502,1.2146488828618396,0.030318120568410656,0.03033274637445199,-1.4625806041335121e-05,0.038000000000000034,0.030999999999999917,0.007000000000000117,0.038000000000000034,0.025285714285714293,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
2025-08-25,1.282,1.305,1.277,1.304,1177240089,True,False,1.305,up,False,False,6,6,0.07099999999999995,0.05748987854251008,,False,False,-1,0,0.0,0.0,False,-1,expand,1.211,1.181,1.1960000000000002,0,0.0,1.2540490029025195,1.221267484131333,0.032781518771186624,0.03082250085379892,0.0019590179173877044,0.028000000000000025,0.026000000000000023,0.0020000000000000018,0.028000000000000025,0.025857142857142863,,,0.0,0,hold,0.0,,未定义级别,,0.0,0.0,0.0,,
